feature1,feature2,target
-1.7513,-6.2235,0.0000
-6.0563,-7.1459,0.0000
-3.2692,-9.6031,0.0000
-1.5104,-6.5224,0.0000
-4.3619,-5.4987,0.0000
-2.0758,-9.1203,0.0000
-5.6448,-5.7681,0.0000
-2.7325,-7.1998,0.0000
-5.3449,-6.7557,0.0000
-4.9156,-3.8344,0.0000
-7.2012,-2.7106,0.0000
-3.1968,-3.9950,0.0000
-3.1983,-6.3675,0.0000
-5.2458,-6.8715,0.0000
-5.5358,-3.9393,0.0000
-6.3833,-5.7935,0.0000
-6.3743,-6.6904,0.0000
-6.3425,-5.0253,0.0000
-7.2346,-4.5312,0.0000
-1.6804,-3.5159,0.0000
-5.3837,-6.7753,0.0000
-6.4943,-1.6151,0.0000
-4.8984,-6.2740,0.0000
-4.6182,-0.7995,0.0000
-4.7597,-3.7656,0.0000
-4.3997,-5.7045,0.0000
-7.2850,-5.6987,0.0000
-5.4178,-3.8268,0.0000
-3.3220,-3.1378,0.0000
-4.4288,-3.2297,0.0000
-6.5088,-2.4943,0.0000
-3.9741,-5.5962,0.0000
-4.0230,-5.1511,0.0000
-2.7367,-1.9604,0.0000
-0.6288,-7.7930,0.0000
-7.8882,-6.0089,0.0000
-4.6799,-3.2477,0.0000
-4.3687,-9.0444,0.0000
-5.6124,-3.3441,0.0000
-4.5398,-3.4760,0.0000
-5.4447,-5.4015,0.0000
-4.6269,-4.1799,0.0000
-4.6034,-4.7620,0.0000
-6.3413,-4.2449,0.0000
-4.7564,-2.7410,0.0000
-2.6022,-4.6297,0.0000
-5.7506,-6.2775,0.0000
-4.1530,-4.8453,0.0000
-5.6877,-4.9128,0.0000
-6.2400,-3.6039,0.0000
-5.8943,-2.5510,0.0000
-4.1930,-3.8128,0.0000
-7.1898,-4.6612,0.0000
-3.5189,-6.9074,0.0000
-5.5324,-4.9348,0.0000
-7.7462,-4.3697,0.0000
-3.3077,-6.7190,0.0000
-4.2989,-7.6246,0.0000
-5.0774,-8.2315,0.0000
-2.7572,-4.1822,0.0000
-5.0492,-6.5503,0.0000
-2.4525,-1.0658,0.0000
-8.7160,-2.5277,0.0000
-1.7447,-4.3240,0.0000
-7.3985,-3.2733,0.0000
-5.3618,-6.2078,0.0000
-7.4601,-3.8989,0.0000
-3.4144,-6.2471,0.0000
-3.9588,-7.2887,0.0000
-3.3963,-4.9069,0.0000
-5.3731,-5.2035,0.0000
-3.2622,-3.4992,0.0000
-3.9411,-4.7246,0.0000
-4.8444,-3.7632,0.0000
-4.5350,-3.6349,0.0000
-5.6202,-9.8697,0.0000
-2.9224,-0.6260,0.0000
-4.1173,-5.2003,0.0000
-5.2729,-5.2381,0.0000
-4.9652,-7.2440,0.0000
-6.0342,-6.9941,0.0000
-4.5024,-5.5933,0.0000
-4.0096,-5.3494,0.0000
-3.0273,-4.5729,0.0000
-0.6186,-8.7927,0.0000
-6.2938,-3.1970,0.0000
0.0567,-5.4973,0.0000
-4.9127,-5.4526,0.0000
-2.3371,-5.5746,0.0000
-3.6399,-5.6396,0.0000
-7.5451,-4.3729,0.0000
-3.9936,-2.4135,0.0000
-5.2209,-6.2347,0.0000
-3.8745,-4.5185,0.0000
-4.4387,-5.1462,0.0000
-2.6793,-4.2610,0.0000
-1.1907,-2.7779,0.0000
-3.6819,-8.2549,0.0000
-3.7954,-4.1594,0.0000
-3.3781,-2.9111,0.0000
-5.8018,-3.3520,0.0000
-6.1246,-1.0902,0.0000
-7.6639,-8.5214,0.0000
-8.3014,-6.7811,0.0000
-7.2382,-1.0878,0.0000
-5.6530,-7.6854,0.0000
-2.7712,-6.1730,0.0000
-7.4737,-3.2483,0.0000
-3.7533,-5.8699,0.0000
-2.1849,-4.7418,0.0000
-1.7661,-3.9945,0.0000
-1.8824,-4.7812,0.0000
-7.4395,-0.1013,0.0000
-6.0915,-5.3977,0.0000
-6.4008,-5.4068,0.0000
-4.5147,-4.5963,0.0000
-3.6780,-1.4157,0.0000
-5.2409,-7.4662,0.0000
-7.3646,-6.3315,0.0000
-8.3484,-3.3499,0.0000
-5.9964,-5.6220,0.0000
-5.0038,-7.7932,0.0000
-6.7226,-3.6506,0.0000
-3.7629,-5.8863,0.0000
-1.3789,-7.6115,0.0000
-5.6900,-5.4617,0.0000
-10.5862,-1.1249,0.0000
-4.2673,-7.0892,0.0000
-0.8977,-3.8287,0.0000
-4.1409,-6.2140,0.0000
-4.7876,-8.0514,0.0000
-3.4099,-5.7489,0.0000
-4.7319,-2.5959,0.0000
-4.4305,-4.4751,0.0000
-4.4470,-6.4665,0.0000
-3.3280,-1.9133,0.0000
-3.4824,-3.2302,0.0000
-6.7546,-6.7356,0.0000
-7.8818,-2.5355,0.0000
-5.5084,-2.2003,0.0000
-6.5638,-5.8750,0.0000
-4.8091,-3.1571,0.0000
-4.8785,-4.5778,0.0000
-4.9669,-4.6456,0.0000
-7.2329,-4.8381,0.0000
-5.3732,-5.1136,0.0000
-4.0153,-6.3614,0.0000
-5.1690,-5.5947,0.0000
-4.1654,-3.4305,0.0000
-6.9109,-3.8282,0.0000
-0.8684,-7.9423,0.0000
-6.6603,-6.7612,0.0000
-5.5582,-1.7543,0.0000
-4.9733,-6.3894,0.0000
-3.7564,-6.1996,0.0000
-2.7532,-4.3895,0.0000
-2.2224,-6.3227,0.0000
1.0617,-3.3508,0.0000
-3.6908,-5.1024,0.0000
-6.4512,-6.7355,0.0000
-5.2720,-6.5945,0.0000
-4.4346,-6.6522,0.0000
-3.7578,-3.0878,0.0000
-6.4117,-2.6146,0.0000
-5.4759,-2.6894,0.0000
-4.1237,-2.7553,0.0000
-6.9940,-5.2136,0.0000
-2.0971,-6.2361,0.0000
-9.0744,-8.8852,0.0000
-10.0129,-9.2283,0.0000
-5.8233,-2.4429,0.0000
-5.8845,-4.3529,0.0000
-5.2200,-4.9829,0.0000
-5.3364,-5.3484,0.0000
-4.0777,-7.3520,0.0000
-2.9797,-3.1600,0.0000
-5.3901,-3.3892,0.0000
-6.4027,-6.0744,0.0000
-4.6875,-5.3804,0.0000
-5.8975,-6.3449,0.0000
-6.1150,-3.1217,0.0000
-8.8866,-4.2950,0.0000
-5.4729,-3.5444,0.0000
-3.9699,-10.5651,0.0000
-3.8307,-4.3515,0.0000
-4.9563,-5.9373,0.0000
-3.2934,-5.8261,0.0000
-1.3306,-3.8712,0.0000
-0.7243,-6.5711,0.0000
-8.5119,-3.5704,0.0000
-3.2946,-4.9293,0.0000
-8.0776,-5.8958,0.0000
-3.7640,-5.3684,0.0000
-5.2320,-5.3509,0.0000
-6.8678,-6.0660,0.0000
-7.8531,-1.4641,0.0000
-5.9507,-4.0448,0.0000
-7.0438,-3.4109,0.0000
-8.7463,-3.1588,0.0000
-5.0707,-0.7788,0.0000
-7.6131,-4.8472,0.0000
-4.2655,-2.5342,0.0000
-5.8457,-4.8271,0.0000
-9.2849,-6.6603,0.0000
-4.0968,-2.7917,0.0000
-5.5635,-0.8873,0.0000
-1.4795,-5.1213,0.0000
-9.8270,-8.5551,0.0000
-6.5557,-2.7683,0.0000
-4.3795,-9.1885,0.0000
-5.4575,-1.7733,0.0000
-5.7496,-6.4999,0.0000
-0.8908,-4.8932,0.0000
-5.9583,-4.2997,0.0000
-4.9657,-5.8583,0.0000
-2.5831,-2.7686,0.0000
-3.3183,-5.2058,0.0000
-2.7062,-5.0994,0.0000
-4.0667,-2.9326,0.0000
-3.3823,-1.4205,0.0000
-4.0974,-8.3681,0.0000
-7.3203,-2.2998,0.0000
-5.6626,-4.2269,0.0000
-6.7029,-2.9982,0.0000
-5.7697,-2.0838,0.0000
-6.0645,-2.7637,0.0000
-3.6512,-6.4448,0.0000
-2.8020,-6.8033,0.0000
-6.6449,-3.5566,0.0000
-6.2507,-6.1877,0.0000
-5.6878,-7.0003,0.0000
-2.9100,-3.7830,0.0000
-5.1387,-5.2168,0.0000
-4.0997,-1.4693,0.0000
-3.2581,-6.0169,0.0000
-3.4452,-5.2375,0.0000
-5.3980,-1.2671,0.0000
-5.8379,-5.9584,0.0000
-8.9042,-7.8047,0.0000
-4.0978,-6.3898,0.0000
-3.9692,-7.2297,0.0000
-6.5346,-3.6509,0.0000
-2.0782,-3.8151,0.0000
-2.6043,-1.5908,0.0000
-2.9198,-6.8369,0.0000
-5.2107,-3.7396,0.0000
-5.8297,-4.0961,0.0000
-8.1583,-6.6573,0.0000
-3.9422,-9.4742,0.0000
-7.2154,-5.0354,0.0000
-8.4388,-4.8858,0.0000
-6.5991,-5.5832,0.0000
-5.5180,-4.6214,0.0000
-6.1276,-4.8206,0.0000
-6.2023,-3.8879,0.0000
-1.6124,-4.6063,0.0000
-4.6603,-7.3280,0.0000
-3.6133,-6.5161,0.0000
-6.6177,-3.8851,0.0000
-4.6379,-2.7856,0.0000
-2.1142,-6.0794,0.0000
-4.7432,-1.4792,0.0000
-3.0669,-3.5739,0.0000
-2.3876,-6.2092,0.0000
-3.7268,-2.1815,0.0000
-1.7582,-6.6124,0.0000
-5.5033,-4.2346,0.0000
-5.5780,-5.7836,0.0000
-3.6320,-5.7068,0.0000
-8.5758,-4.2763,0.0000
-5.8490,-6.4631,0.0000
-8.1315,-2.9724,0.0000
-9.4542,-8.3987,0.0000
-5.5517,-2.5421,0.0000
-2.3806,-7.3100,0.0000
-5.3553,-8.0209,0.0000
-2.9776,-7.9531,0.0000
-5.2864,-2.9340,0.0000
-5.4448,-2.0597,0.0000
-6.7400,-4.2616,0.0000
-3.2934,-5.2794,0.0000
-2.2274,-3.9037,0.0000
-8.2749,2.9172,0.0000
-3.7027,-4.7853,0.0000
-7.7976,-4.8365,0.0000
-5.9199,-3.7113,0.0000
-4.2567,-1.2940,0.0000
-4.7155,-3.9730,0.0000
-4.2551,-5.2970,0.0000
-5.3668,-2.7980,0.0000
-3.4399,-6.2589,0.0000
-7.2269,-5.1348,0.0000
